; 此 版 本 来 自 润 芒 论 坛 ｗｗｗ.ｒｕｎｍａｎ ｇ.ｃｏｍ
特殊NPC/论武尊		R001	100	93	论武尊		0	15	0	0	0	0	0
特殊NPC/仓库保管员	D002	174	216	仓库保管员	0	3	0	0	0	0	0
特殊NPC/刘老头		D002	187	214	刘老头		0	9	0	0	0	0	0
特殊NPC/洞穴不法小贩	DM001	4	6	洞穴不法小贩	0	9	0	0	0	0	0
特殊NPC/屠夫		3	659	301	屠夫		0	1	1	0	0	0	0
特殊NPC/暗道		H010	371	377	神秘老人	0	9	0	0	0	0	0
特殊NPC/神秘老人	0150	16	8	神秘老人一	0	9	0	0	0	0	0
特殊NPC/神秘老人	H201	10	100	神秘老人二	0	9	0	0	0	0	0
特殊NPC/幻境小贩	H203	21	17	影之道幻境小贩	0	3	0	0	0	0	0
特殊NPC/仓库保管员	H203	18	20	影之道保管员	0	9	0	0	0	0	0
特殊NPC/神秘老人	H204	54	52	神秘老人三	0	9	0	0	0	0	0
;-----------------------
白日门/白日门武器店	1001	14	12	白日门武器店	0	15	0	0	0	0	0
白日门/白日门杂货店	1007	11	14	白日门杂货店	0	17	0	0	0	0	0
白日门/白日门首饰店	1005	9	11	白日门首饰店	0	20	0	0	0	0	0
白日门/白日门服装店	1003	13	16	白日门服装店	0	23	0	0	0	0	0
白日门/白日门药店老板	1006	9	10	白日门药店老板	0	22	0	0	0	0	0
白日门/白日门药剂师	1006	12	7	白日门药剂师	0	25	0	0	0	0	0
白日门/白日门书店老板	1004	9	11	白日门书店老板	0	18	0	0	0	0	0
白日门/白日门保管员	11	184	296	白日门保管员	0	18	0	0	0	0	0
白日门/白日门向导	11	186	298	白日门向导	0	15	0	0	0	0	0
白日门/白日门天尊	1002	14	13	白日门天尊	0	14	0	0	0	0	0
白日门/游戏助理		11	185	323	游戏助理	0	5	0	0	0	0	0
白日门/白日门勇士	D1002	266	49	白日门勇士	0	15	0	0	0	0	0
白日门/白日门勇士	D1004	67	230	白日门勇士	0	15	0	0	0	0	0
;-----------------------
封魔谷/沃玛教主		b341	17	22	沃玛教主	0	27	0	0	0	0	0
封魔谷/恶魔老兵		4	238	194	恶魔老兵	0	29	0	0	0	0	0
封魔谷/恶魔杂货匠	4	255	224	恶魔杂货匠	0	17	0	0	0	0	0
封魔谷/恶魔屠夫		4	243	187	恶魔屠夫	0	11	0	0	0	0	0
封魔谷/恶魔铁匠		4	227	223	恶魔铁匠	0	30	0	0	0	0	0
封魔谷/恶魔首饰店老板	b344	13	10	恶魔首饰店老板	0	31	0	0	0	0	0
封魔谷/恶魔保管员	b347	9	10	恶魔保管员	0	10	0	0	0	0	0
封魔谷/恶魔布店老板	b345	12	10	恶魔布店老板	0	32	0	0	0	0	0
封魔谷/恶魔学者		b343	5	18	恶魔学者	0	30	0	0	0	0	0
封魔谷/恶魔炼药师	b343	15	9	恶魔炼药师	0	22	0	0	0	0	0
封魔谷/毒蛇传送 	2       503   483	毒蛇传送员       0     8   1    0   0  0   0
封魔谷/恶魔药剂师	b343	9	13	恶魔药剂师	0	28	0	0	0	0	0
封魔谷/恶魔铁匠铺老板	b342	14	7	恶魔铁匠铺老板	0	30	0	0	0	0	0
封魔谷/恶魔修理师	d2008	31	24	恶魔修理师	0	30	0	0	0	0	0
封魔谷/游戏助理		4	235	200	游戏助理	0	5	0	0	0	0	0
;-----------------------
苍月岛/海岛老兵		5	139	326	海岛老兵	0	1	0	0	0	0	0
苍月岛/苍月岛杂货店老板	5	137	312	苍月岛杂货店老	0	3	0	0	0	0	0
苍月岛/苍月岛书店老板	5	155	297	苍月岛书店老板	0	2	0	0	0	0	0
苍月岛/苍月岛武器店老板	5	129	306	苍月岛武器店老	0	0	0	0	0	0	0
苍月岛/苍月岛首饰店老板	5	155	339	苍月岛首饰店老	0	4	0	0	0	0	0
苍月岛/苍月岛布料店老板	5	147	328	苍月岛布料店老	0	7	0	0	0	0	0
苍月岛/苍月岛仓库保管员	5	126	332	苍月岛仓库保管	0	12	0	0	0	0	0
苍月岛/苍月岛药店老板	5	148	352	苍月岛药店老板	0	9	0	0	0	0	0
苍月岛/苍月岛药剂师	5	161	316	苍月岛药剂师	0	9	0	0	0	0	0
苍月岛/苍月岛药店老板	B356	14	11	苍月岛药店老板	0	9	0	0	0	0	0
;-----------------------
地下宫殿/仓库管理	H007A	161	179	仓库管理员	0	1	1	0	0	0	0
地下宫殿/宫殿小贩	H007A	169	171	宫殿小贩	0	3	1	0	0	0	0
地下宫殿/宫殿商人	T1061A	17	22	宫殿商人	0	17	0	0	0	0	0
地下宫殿/地下城守卫	T1061A	20	24	地下城守卫	0	15	0	0	0	0	0
;-----------------------
魔龙城/杂货店		6	138	154	魔龙城杂货店	0	17	0	0	0	0	0
魔龙城/药店		6	129	143	魔龙城药店	0	22	0	0	0	0	0
魔龙城/武器店		6	106	136	魔龙城武器店	0	29	0	0	0	0	0
魔龙城/首饰店		6	113	126	魔龙城首饰店	0	20	0	0	0	0	0
魔龙城/守卫		6	115	148	魔龙城守卫	0	32	0	0	0	0	0
魔龙城/服装店		6	108	162	魔龙城服装店	0	20	0	0	0	0	0
魔龙城/老兵		6	123	156	魔龙城老兵	0	27	0	0	0	0	0
魔龙城/保管员		6	95	155	魔龙城保管员	0	12	0	0	0	0	0
魔龙城/向导		63	254	40	魔龙城向导	0	27	0	0	0	0	0
魔龙城/仓库		63	256	42	魔龙城保管员	0	12	0	0	0	0	0
;-----------------------
功能NPC/英雄管理	0	652	625	领取英雄	0	31	0	0	0	0	0
功能NPC/英雄管理	0	290	616	领取英雄	0	31	0	0	0	0	0
功能NPC/英雄管理	0	331	266	领取英雄	0	31	0	0	0	0	0
功能NPC/新人接待员	0	649	625	新人接待员	0	8	0	0	0	0	0
功能NPC/新人接待员	0	286	616	新人接待员	0	8	0	0	0	0	0
功能NPC/欧阳镖头	YB01	78	79	欧阳镖头\任务	3	31	0	0	0	0	0
功能NPC/镖务总管	YB02	15	22	镖务总管\任务	0	8	0	0	0	0	0
功能NPC/攻沙奖励	0150	12	8	奖励颁发使者	0	8	0	0	0	0	0
功能NPC/交易市场	3	340	328	去市场交易	0	11	0	0	0	0	0
功能NPC/交易市场	GA0	66	66	点我回城	0	8	0	0	0	0	0
功能NPC/合成战	GA0	63	70	天下第一战	0	36	0	0	0	0	0
功能NPC/合成法	GA0	64	64	天下第一法	0	37	0	0	0	0	0
功能NPC/合成道	GA0	68	63	天下第一道	0	40	0	0	0	0	0
功能NPC/刷怪	baoxiang1	10	10	刷怪员	0	12	0	0	0	0	0
功能NPC/刷怪	baoxiang2	10	10	刷怪员	0	12	0	0	0	0	0
功能NPC/刷怪	baoxiang3	10	10	刷怪员	0	12	0	0	0	0	0
功能NPC/刷怪	baoxiang4	10	10	刷怪员	0	12	0	0	0	0	0
功能NPC/刷怪	baoxiang5	10	10	刷怪员	0	12	0	0	0	0	0
功能NPC/刷怪	baoxiang6	10	10	刷怪员	0	12	0	0	0	0	0
功能NPC/刷怪	baoxiang7	10	10	刷怪员	0	12	0	0	0	0	0
功能NPC/刷怪	baoxiang8	10	10	刷怪员	0	12	0	0	0	0	0
功能NPC/刷怪	baoxiang9	10	10	刷怪员	0	12	0	0	0	0	0
功能NPC/攻城指挥	3	340	325	冲向沙城	0	31	1	0	0	0	0
功能NPC/行会招人 3 341 343 行会招人 0 49 0 0 0 0 0
;-----------------------
地图传送/十层	zhu9	100	100	传送	0	20	0	0	0	0	0
地图传送/一层传送	wzzl1	6	35	下层传送员	0	9	0	0	0	0	0
地图传送/二层传送	wzzl2	6	35	下层传送员	0	9	0	0	0	0	0
地图传送/三层传送	wzzl3	6	35	下层传送员	0	9	0	0	0	0	0
地图传送/地下练级	3	339	340	地下练级	0	15	0	0	0	0	0
功能NPC/仓库保管员	GA0	65	67	仓库保管员	0	12	0	0	0	0	0
彩虹制作/神秘合成	GA0	63	74	神秘合成	0	8	0	0	0	0	0
彩虹制作/幸运之家	GA0	65	72	幸运之家	0	15	0	0	0	0	0
彩虹制作/装备回收	3	337	340	装备回收	0	4	0	0	0	0	0
彩虹制作/强化技能	3	324	321	强化技能	0	16	0	0	0	0	0
彩虹制作/兑换技能	3	326	321	新技能兑换	0	20	0	0	0	0	0
彩虹制作/赞助大使	3	344	340	赞助大使	0	15	0	0	0	0	0
彩虹制作/我要买官	GA0	67	70	晋级官位	0	18	0	0	0	0	0
彩虹制作/转职变性	GA0	69	68	转职变性	0	15	0	0	0	0	0
彩虹制作/装备升级	GA0	71	66	装备升级	0	8	0	0	0	0	0
;彩虹制作/测试奖励使者   3	325	326	测试奖励使者	0	78	0	0	0	0	0
彩虹制作/活动使者      3	328	321	活动使者	0	78	0	0	0	0	0
比武NPC/武林大会       3	332	321	武林大会	0	78	0	0	0	0	0
比武NPC/比武裁判       E2	14	9	比武裁判	0	78	0	0	0	0	0
比武NPC/行会战场       3	334	321	行会战场	0	78	0	0	0	0	0
彩虹制作/障碍赛领奖处	zasp	29	82	障碍赛领奖处	0	15      0       0       0       0	0
功能NPC/英雄管理       3	336	321	英雄管理	0	31	0	0	0	0	0
;彩虹制作/卓越微信大使    3    	340	322	卓越微信大使	0	78	0	0	0	0	0
彩虹制作/冲级奖励    3    	342	340	冲级奖励	0	78	0	0	0	0	0
彩虹制作/每日签到    3    	342	322	每日签到	0	78	0	0	0	0	0
彩虹制作/充值回馈    3    	343	342	充值回馈	0	31	0	0	0	0	0
彩虹制作/人民币回收  GA0        61      72      人民币回收      0       78	0	0	0	0	0
;地图传送
彩虹制作/二层传送	xsdb1	52	51	新手打宝二层传送	0	35	0	0	0	0
彩虹制作/三层传送	xsdb2	38	40	新手打宝三层传送	0	35	0	0	0	0
高级传送/新手打宝     3  	335	340	新手打宝	      0	       8      0       0       0       0       0
高级传送/恶魔殿堂     3         333     340     恶魔殿堂	      0	      15      0       0       0       0       0
高级传送/狼牙山谷     3         331     340     狼牙山谷	      0	      15      0       0       0       0       0
高级传送/砝码古墓     3         329     340     砝码古墓	      0	      15      0       0       0       0       0
高级传送/赤血魔域     3         327     340     赤血魔域	      0	      15      0       0       0       0       0
高级传送/梦幻深林     3         325     340     梦幻深林	      0	      15      0       0       0       0       0
高级传送/邪恶庄园     3         323     340     邪恶庄园 	      0	      15      0       0       0       0       0
高级传送/热血大殿     3         321     340     热血大殿 	      0	      15      0       0       0       0       0
高级传送/死亡之路     3         318     340     死亡之路 	      0	      75      0       0       0       0       0
高级传送/雷炎神殿     3         318     336     雷炎神殿 	      0	      75      0       0       0       0       0
高级传送/深渊魔域     3         318     332     深渊魔域 	      0	      75      0       0       0       0       0
高级传送/上古禁地     3         318     328     上古禁地 	      0	      75      0       0       0       0       0
高级传送/寒冰领地     3         318     324     寒冰领地 	      0	      75      0       0       0       0       0
高级传送/极品圣地     3         318     320     极品圣地 	      0	      75      0       0       0       0       0
超级传送/狐月深林     3         320     317     狐月深林 	      0	      70      0       0       0       0       0
超级传送/秦始皇陵     3         324     317     秦始皇陵 	      0	      70      0       0       0       0       0
超级传送/卓越之颠     3         328     317     卓越之颠 	      0	      70      0       0       0       0       0
超级传送/卓越圣地     3         332     317     卓越圣地 	      0	      70      0       0       0       0       0
二层传送/狼牙大殿     langya1         33     44     狼牙大殿 	      0	      70      0       0       0       0       0
二层传送/梦幻大殿     menghuan1        60     50    梦幻大殿 	      0	      70      0       0       0       0       0
二层传送/砝码古墓     YMGM1        83     25    砝码古墓 	      0	      15      0       0       0       0       0
二层传送/热血之家     GG01        22     26    热血之家	      0	      15      0       0       0       0       0
二层传送/狐妖大殿     huyao1        58     42    狐妖大殿 	      0	      70      0       0       0       0       0
二层传送/秦始皇陵墓     qing1        12     15    秦始皇陵墓	      0	      70      0       0       0       0       0
二层传送/卓越魔窟     zy1        50     50    卓越魔窟	      0	      70      0       0       0       0       0
二层传送/卓越极品圣地     zhuoyue1        50     50    卓越极品圣地	      0	      70      0       0       0       0       0
彩虹制作/空格名字封号	0	288	612	空格名字封号	0	35	0	0	0	0	0
彩虹制作/空格名字封号	0	650	622	空格名字封号	0	35	0	0	0	0	0
活动商人/全民基金     3         338     344     全民基金[活动]        0       35     0       0       0       0       0
活动商人/至尊夺宝     3         342     325     至尊夺宝[活动]        0       78     0       0       0       0       0
活动商人/幸运之地     3         340     322     幸运之地       0       78     0       0       0       0       0
活动商人/神威狱     3         309     329     神威狱[特色]        0       59     0       0       0       0       0
活动商人/领奖使者     shenwei9         20     23     领奖使者       0       15     0       0       0       0       0
活动商人/午夜屠夫     3         332     344     午夜屠夫[活动]        0       35     0       0       0       0       0
活动商人/午夜屠夫     rongyu1         9     11     进入屠夫活动        0       15     0       0       0       0       0
活动商人/铠甲圣地     3         321     344     铠甲圣地        0 70 0 0 0 1 1
;活动商人/君临天下     3         316     344     君临天下        0 70 0 0 0 1 1
;freenet
充值使者 3 343 337 充值使者 0 12 0 0 0
