;代码	X	Y	名称	范围	数量	时间
srbl	109  137   魔龙刀兵     	100   20	20
srbl	109  137   魔龙弓箭手     	100   20	20
srbl	109  137    双头血魔7	        100    3	30
srbl	109  137    双头金刚7	        100    3	30
srbl	109  137    赤月恶魔	        100     3	30
srbl	109  137    祖玛教主	        100     3	30
srbl	109  137    黄泉教主    	 100    3	30
srbl	109  137    虹魔教主     	 100     3	 30
srbl	109  137    触龙神    	        100     10	 30
srbl	215  363   白野猪     	        100   20	20
srbl	215  363   牛魔祭祀     	100   20	20
srbl	215  363   牛魔将军    	        100   20	20
srbl	215  363   祖玛卫士3    	100   20	20
srbl	215  363   祖玛雕像3     	100   20	20
srbl	215  363   魔龙刀兵     	100   20	20
srbl	215  363   魔龙弓箭手     	100   20	20
srbl	215  363      风云（卧龙）      100     1       120
srbl	215  363      御风（卧龙）      100     1       120
srbl	215  363      青城（卧龙）      100     1       120
srbl	215  363      星王道尊       100    1       180
srbl	215  363      星王战神       100    1       180
srbl	215  363      星王法神       100    1       180
srbl	215  363	月魔蜘蛛0	200	30	60
srbl	215  363	月魔蜘蛛	200	30	60
srbl	215  363  斩浪（卧龙） 200 1 60
srbl	215  363  新月（卧龙） 200 1 60
srbl	215  363  卧龙守战01 200 2 10
srbl	215  363  卧龙守战02 200 2 10
srbl	215  363  卧龙守战03 200 2 10
srbl	215  363  卧龙守战04 200 2 10
srbl	215  363  卧龙守战05 200 2 10
srbl	215  363  卧龙守战06 200 2 10
srbl	215  363     星辰冰龙     	100    1	120
srbl	215  363     星辰玉龙           100    1	120
srbl	215  363    星辰金龙     	100    1	120
srbl	215  363    星辰火龙     	0     1  	120
srbl	215  363      魔龙树妖 	        100    2	60
srbl	215  363      魔龙树妖1 	100    5	30
srbl	215  363      魔龙教主1          100    3       60
srbl	215  363      魔龙教主           100    6       30
srbl	215  363      暗之魔龙教主       100    2       30
srbl	215  363      暗之魔龙教主1      100    3       60
srbl	215  363      魔影巨人1          100    5      30
srbl	215  363      魔影巨人           100    2       60
srbl	215  363      魔龙教主(精英)     100    2       120
srbl	215  363       魔龙巨蛾(精英) 	100    5	60
srbl	215  363 	     重装使者(精英)         100    2	60
srbl	215  363 	    暗之赤月恶魔 	100    1	60
srbl	215  363 	    暗之赤月恶魔1 	100    3	30
srbl	215  363   牛魔祭祀     	100   20	20
srbl	215  363   牛魔将军    	        100   20	20





smzy     74  74      黑暗魔王(精英)    0   1          180
smzy     70  70      星王道尊       100    1       120
smzy     67  65      卧龙庄主       0    1       180
smzy     70  70      星王战神       100    1       120
smzy     70  70      星王法神       100    1       120
smzy     70  70      风云（卧龙）      100     1       120
smzy     70  70      御风（卧龙）      100     1       120
smzy     70  70      青城（卧龙）      100     1       120
smzy     70  70      魔龙教主1          100    3       60
smzy     70  00      魔龙教主           100    3       30
smzy     70  70      暗之魔龙教主       100    2       30
smzy     70  70      暗之魔龙教主1      100    2       60
smzy     70  70      魔影巨人1          100    2       30
smzy     70  70      魔影巨人           100    2       60
smzy     70  70      魔龙教主(精英)     100    2       120
smzy     70  70      星辰玉龙           100    1       120
smzy	 70  70      魔龙树妖 	        100    1	60
smzy	 70  70      魔龙树妖1 	        100    1	30
smzy	 70  70	    暗之赤月恶魔 	100    1	60
smzy	 70  70	    暗之赤月恶魔1 	100    1	30
smzy	 70  70     星辰冰龙     	100    1	120
smzy	 70  70     星辰玉龙           100    1	        120
smzy	 70  70	    星辰金龙     	100    1	120
smzy	 70  70	    星辰火龙     	0     1  	120
smzy	 70  70		斩浪（卧龙） 	100    1	60
smzy	 70  70 	新月（卧龙）	100    1	60
smzy	 70  70	      玛雅巨魔     	100    1	120
smzy	 70  70      魔龙巨蛾(精英) 	100    1	60
smzy	 70  70	     重装使者(精英)         100    1	60
smzy	 70  70      魅影刀客    	100    1	60
smzy	 70  70      魅影鬼手     	100    1	60
smzy	 70  70     魔龙力士  	 100    5    20
smzy	 70  70    魔龙战将  	  100   5    20
smzy	 70  70     魔龙巨蛾 	 100   5    20
smzy	 70  70  	暗之魔龙力士	100	2	20
smzy	 70  70  	暗之魔龙战将	100	2	20
smzy	 70  70  	暗之魔龙巨蛾	100	2	20
smzy	 70  70    暗之沃玛教主      100  2    30
smzy	 70  70   暗之骷髅精灵      100   2    30
smzy	 70  70    暗之双头金刚      100   2    30
smzy	 70  70    暗之双头血魔      100   2    30
smzy	 70  70      暗之黄泉教主      100   2    30
smzy	 70  70     暗之虹魔教主      100   2    30



sgmj     28  29     上古圣兽(精英)    0    1          180
sgmj     30  27     星王道尊       60     1       120
sgmj     30  27     卧龙庄主       60     1       180
sgmj     30  27     星王战神       60     1       120
sgmj     30  27     星王法神       60     1       120
sgmj     30  27     魔龙教主1          60     3       60
sgmj     30  27     魔龙教主           60     1       30
sgmj     30  27     暗之魔龙教主       60     1       60
sgmj     30  27     暗之魔龙教主1      60     1       30
sgmj     30  27     魔影巨人1          60     2       30
sgmj     30  27     魔影巨人           60     2       60
sgmj     30  27     魔龙教主(精英)     60     2       120
sgmj     30  27     星辰玉龙           60     1       120
sgmj	 30  27     魔龙树妖 	        60     1	60
sgmj	 30  27     魔龙树妖1 	        60     1	30
sgmj	 30  27	   暗之赤月恶魔 	60     1	60
sgmj	 30  27     星辰冰龙     	60     1	120
sgmj	 30  27     星辰玉龙           60     1	        120
sgmj	 30  27	    星辰金龙     	60     1	120
sgmj	 30  27	    玛雅巨魔     	60     1	120
sgmj	 34  23	    星辰火龙     	0     1  	120


sgjd     51  50     上古圣兽    0    1          180
sgjd     51  50     星王道尊       100     1       120
sgjd     51  50     星王法神       100     1       120
sgjd     51  50     星王战神       100     1       120
sgjd     51  50     魔龙教主1          100     3       60
sgjd     51  50     魔龙教主           100     3       30
sgjd     51  50     暗之魔龙教主       100     2       60
sgjd     51  50     暗之魔龙教主1      100     2       30
sgjd     51  50     魔影巨人1          100     2       30
sgjd     51  50     魔影巨人           100     2       60
sgjd     51  50     魔龙教主(精英)     100     2       120
sgjd     51  50     星辰玉龙           100     1       120
sgjd	 51  50     双头血魔7	        100     1	30
sgjd	 51  50     双头金刚7	        100     1	30
sgjd	 51  50     赤月恶魔	        100     1	30
sgjd	 51  50     祖玛教主	        100     1	30
sgjd	 51  50     黄泉教主    	 100     1	30
sgjd	 51  50     虹魔教主     	 100     1	30
sgjd	 51  50     魔龙树妖 	        100     1	60
sgjd	 51  50	    魔龙树妖1    	 100     1	30
sgjd	 51  50	   暗之赤月恶魔 	100     1	60
sgjd	 51  50	   暗之赤月恶魔1 	100     1	30
sgjd	 51  50	    赤月恶魔 	        100     1	30
sgjd	 51  50     星辰冰龙     	100     1	120
sgjd	 51  50     星辰玉龙           100     1	120
sgjd	 51  50	    星辰金龙     	100     1	120
sgjd	 51  50	    玛雅巨魔     	100     1	120
sgjd	 80  78	    星辰火龙     	0     1   	120
sgjd	 51  50		斩浪（卧龙） 	100	1	120
sgjd	 51  50 	新月（卧龙）	100	1	120
sgjd	 51  50  魔龙力士  	 100    2    20
sgjd	 51  50   魔龙战将  	  100    2    20
sgjd	 51  50    魔龙巨蛾 	 100   2    20
sgjd	 51  50 	暗之魔龙力士	100	2	20
sgjd	 51  50 	暗之魔龙战将	100	2	20
sgjd	 51  50 	暗之魔龙巨蛾	100	2	20
sgjd	 51  50   暗之沃玛教主      100   1    30
sgjd	 51  50  暗之骷髅精灵      100   1    30
sgjd	 51  50   暗之双头金刚      100   1    30
sgjd	 51  50   暗之双头血魔      100   1    30
sgjd	 51  50     暗之黄泉教主      100   1    30
sgjd	 51  50    暗之虹魔教主      100   1    30

   
fmsd     34  37      魔界天珠(精英)         0    1          180
fmsd      39  43     星王道尊       70     1       120
fmsd      39  43     星王法神       70     1       120
fmsd      39  43     星王战神       70     1       120
fmsd      39  43     魔龙教主1          70     3       60
fmsd      39  43     魔龙教主           70     3       30
fmsd      39  43     暗之魔龙教主       70     2       60
fmsd      39  43     暗之魔龙教主1      70     2       30
fmsd      39  43     魔影巨人1          70     2       30
fmsd      39  43     魔影巨人           70     2       60
fmsd      39  43     魔龙教主(精英)     70     2       120
fmsd      39  43     星辰玉龙           70     1       120
fmsd	 39  43     双头血魔7	        70	1	30
fmsd	 39  43     双头金刚7	        70	1	30
fmsd	 39  43     赤月恶魔	        70	1	30
fmsd	 39  43     祖玛教主	        70	1	30
fmsd	 39  43     黄泉教主    	 70	1	30
fmsd	 39  43     虹魔教主     	 70	1	30
fmsd	 39  43     魔龙树妖 	        70	1	60
fmsd	 39  43	    魔龙树妖1    	 70	1	30
fmsd	 39  43	   暗之赤月恶魔 	70	1	60
fmsd	 39  43	    赤月恶魔 	        70	1	60
fmsd	 39  43     星辰冰龙     	70	1	120
fmsd	 39  43	    星辰金龙     	70	1	120
fmsd	 39  43	    玛雅巨魔     	70	1	120





fmd     39  43       魔界天珠         0    1          180
fmd      39  43     风云（卧龙）      100     1       60
fmd      39  43     御风（卧龙）      100     1       60
fmd      39  43     青城（卧龙）      100     1       60
fmd      39  43     魔龙教主1         100     3       60
fmd      39  43     魔龙教主          100     3       30
fmd      39  43     暗之魔龙教主      100     2       60
fmd      39  43     暗之魔龙教主1     100    2       30
fmd      39  43     魔影巨人1         100     2       30
fmd      39  43     魔影巨人          100     2       60
fmd      39  43     魔龙教主(精英)    100     2       60
fmd	 39  43     双头血魔7	     100	2	30
fmd	 39  43     双头金刚7	     100	2	30
fmd	 39  43     赤月恶魔	     100	1	30
fmd	 39  43     祖玛教主	        100	1	30
fmd	 39  43     黄泉教主    	100	1	30
fmd	 39  43	     触龙神7     	100	2	10
fmd	 39  43     虹魔教主     	100	1	30
fmd	 39  43     重装使者7   	100	1	30
fmd	 39  43     魔龙树妖 	        100	1	60
fmd	 39  43	    魔龙树妖1    	100	1	30
fmd	 39  43	   暗之赤月恶魔 	100	1	60
fmd	 39  43	    赤月恶魔 	        100	1	30
fmd	 39  43     星辰冰龙     	100	1	120
fmd	 39  43     星辰玉龙           100	1	120
fmd	 39  43	    星辰金龙     	100	1	120
fmd	 39  43	    魅影刀客    	100	1	60
fmd	 39  43	    魅影鬼手     	100	1	60
fmd       39  43  魔龙力士  	 100    5    20
fmd       39  43  魔龙战将  	  100    5    20
fmd       39  43   魔龙巨蛾 	 100   5    20
fmd       39  43	暗之魔龙力士	100	2	20
fmd       39  43	暗之魔龙战将	100	2	20
fmd       39  43	暗之魔龙巨蛾	100	2	20
fmd       39  43  暗之沃玛教主      150   1    30
fmd       39  43 暗之骷髅精灵      150   1    30
fmd       39  43  暗之双头金刚      150   1    30
fmd       39  43  暗之双头血魔      150   1    30
fmd       39  43    暗之黄泉教主      150   1    30
fmd       39  43   暗之虹魔教主      150   1    30




ymgm    3    23      风云（卧龙）      0     1       120
ymgm    9    29      御风（卧龙）      0     1       120
ymgm    13    33      青城（卧龙）      0     1       120
ymgm    14    19      幽冥统领(精英)    32     1       180
ymgm    14    19      魔龙教主1         32     1       60
ymgm    14    19      魔龙教主          32     1       30
ymgm    14    19      暗之魔龙教主      32     1       60
ymgm    14    19      暗之魔龙教主1     32     1       30
ymgm    14    19      魔影巨人1         32     1       30
ymgm    14    19      魔影巨人          32     1       60
ymgm    14    19      魔龙教主(精英)    32     1       120
ymgm    14    19      星辰玉龙          32     1       90



ymgy    53    52     魔龙力士  	 100    5    20
ymgy    53    52     魔龙战将  	  100    5    20
ymgy    53    52     魔龙巨蛾 	 100   5    20
ymgy    53    52   	暗之魔龙力士	100	2	20
ymgy    53    52   暗之魔龙战将	100	2	20
ymgy    53    52   	暗之魔龙巨蛾	100	2	20
ymgy    53    52      双头金刚7       100     2       30
ymgy	53    52	双头血魔7	100	2	30
ymgy	53    52	双头金刚7	100	2	30
ymgy	53    52	赤月恶魔	100	1	30
ymgy	53    52	祖玛教主	100	1	30
ymgy	53    52	黄泉教主  	100	1	30
ymgy	53    52	触龙神7  	100	2	10
ymgy	53    52	虹魔教主  	100	1	30
ymgy	53    52	重装使者7  	100	1	30
ymgy	53    52	魔龙教主1  	100	3	60
ymgy	53    52	魔龙教主  	100	3	30
ymgy	53    52	暗之魔龙教主  	100	1	60
ymgy	53    52	魔影巨人1 	100	1	30
ymgy	53    52	暗之魔龙教主1  	100	1	30
ymgy	53    52	魔影巨人 	100	1	60
ymgy	53    52	魔龙树妖 	100	1	60
ymgy	53    52	魔龙树妖1 	100	1	30
ymgy	53    52	暗之赤月恶魔 	100	1	60
ymgy	53    52	暗之赤月恶魔1 	100	1	30
ymgy	53    52	赤月恶魔 	100	1	60
ymgy	53    52	魔龙教主(精英) 	100	1	120
ymgy	53    52	魔龙巨蛾(精英) 	100	1	60
ymgy	53    52	重装使者(精英)  100	1	60
ymgy	53    52	星辰金龙 	100	1	90
ymgy	53    52	星辰冰龙 	100	1	90
ymgy	50    55	星辰火龙 	1	1	90
ymgy	53    52	魅影刀客 	100	1	60
ymgy	53    52	幽冥统领	100	1	180
ymgy	53    52	斩浪（卧龙） 	100	1	60
ymgy	53    52	新月（卧龙）	100	1	60
ymgy	53    52	卧龙战将01 	100	1	30
ymgy	53    52	卧龙守战01	100	1	30
ymgy	53    52      暗之沃玛教主      150   1    30
ymgy	53    52      暗之骷髅精灵      150   1    30
ymgy	53    52      暗之双头金刚      150   1    30
ymgy	53    52      暗之双头血魔      150   1    30
ymgy	53    52      暗之黄泉教主      150   1    30
ymgy	53    52      暗之虹魔教主      150   1    30




ssgj  107   87        魔龙刀兵        200     28       20
ssgj   107   87        魔龙破甲兵      200    28       20
ssgj   107   87        魔龙射手        200     28       20
ssgj    107   87        双头金刚7       200     3       30
ssgj	107   87	双头血魔7	200	3	30
ssgj	107   87	双头金刚7	200	3	30
ssgj	107   87	赤月恶魔	200	2	30
ssgj	107   87	祖玛教主	200	2	30
ssgj	107   87	黄泉教主  	200	1	30
ssgj	107   87	触龙神7  	200	2	10
ssgj	107   87	虹魔教主  	200	2	30
ssgj	107   87	重装使者7  	200	1	30
ssgj	107   87	魔龙教主1  	200	2	60
ssgj	107   87	魔龙教主  	200	4	30
ssgj	107   87	暗之魔龙教主  	200	1	60
ssgj	107   87	暗之魔龙教主1  	200	1	30
ssgj	107   87	魔影巨人 	200	1	60
ssgj	107   87	魔影巨人1 	200	1	30
ssgj	107   87	魔龙树妖 	200	1	60
ssgj	107   87	魔龙树妖1 	200	1	30
ssgj	107   87	暗之赤月恶魔 	200	1	60
ssgj	107   87	暗之赤月恶魔1 	200	1	30
ssgj	107   87	赤月恶魔 	200	1	20
ssgj	107   87	魔龙教主(精英) 	200	1	60
ssgj	107   87	魔龙巨蛾(精英) 	200	1	30
ssgj	107   87	重装使者(精英)  200	1	30
ssgj	107   87	星辰金龙 	200	1	60
ssgj	107   87	星辰冰龙 	200	1	60
ssgj	107   87    魔龙力士  	 100    8    20
ssgj	107   87     魔龙战将  	  100    8    20
ssgj	107   87     魔龙巨蛾 	 100   8    20
ssgj	107   87   	暗之魔龙力士	100	3	20
ssgj	107   87   暗之魔龙战将	100	3	20
ssgj	107   87  	暗之魔龙巨蛾	100	3	20
ssgj	107   87  暗之沃玛教主      150   2    30
ssgj	107   87   暗之骷髅精灵      150   2    30
ssgj	107   87   暗之双头金刚      150   2    30
ssgj	107   87   暗之双头血魔      150   2    30
ssgj	107   87    暗之黄泉教主      150   2    30
ssgj	107   87   暗之虹魔教主      150   2    30


































;七充填
aq01	44	36	祖玛教主		50	3	60
aq01	44	36	沃玛教主		50	3	60
aq01	44	36	黄泉教主		50	3	60
aq01	44	36	虹魔教主		50	3	60
aq01	44	36	虹魔猪卫		50	5	30
aq01	44	36	虹魔蝎卫		50	5	30
aq01	44	36	邪恶毒蛇		50	5	30
aq01	44	36	沃玛卫士	        50      15      10
aq01	44	36	祖玛卫士3              	50	15	20
aq01	44	36	祖玛雕像3 		50	12	10
aq01	44	36	祖玛弓箭手3	        50	10	20
aq01	44	36	魔龙教主	        50	1	30
aq01	44	36	魔龙教主1	        50	1	30
aq01	44	36	暗之魔龙教主	        50	1	30
aq01	44	36	暗之魔龙教主1	        50	1	30
aq01	44	36	星辰玉龙1	        50	1	30
aq01	44	36	星辰金龙	        50	1	30
aq01	44	36	魔龙树妖1	        50	1	30
aq01	44	36	魔龙树妖	        50	1	30



aq02	52	32	牛魔战士	50	15	8
aq02	52	32	牛魔斗士	50	15	8
aq02	52	32	牛魔侍卫	50	15	8
aq02	52	32	牛魔法师		10	35	8
aq02	52	32	暗之魔龙力士	50	2	30
aq02	52	32	暗之魔龙战将	50	2	30
aq02	52	32	暗之魔龙巨蛾	50	2	30
aq02	52	32	双头金刚		5	5	30
aq02	52	32	双头血魔		5	3	30
aq02	52	32	魔龙教主	50	1	30
aq02	52	32	魔龙教主1	50	1	30
aq02	52	32	暗之魔龙教主1	50	1	30
aq02	52	32	暗之魔龙教主	50	1	30
aq02	52	32	星辰火龙1	50	1	30
aq02	52	32	星辰冰龙	50	1	30
aq02	52	32	魔龙树妖1	50	1	30
aq02	52	32	魔龙树妖	50	1	30



aq03	53	59	牛魔侍卫	70	10	10
aq03	53	59	牛魔法师	70	15	10
aq03	53	59	牛魔将军	70	15	10
aq03	53	59	牛魔祭司	70	15	10
aq03	53	59	暗之沃玛教主	70	2	30
aq03	53	59	暗之骷髅精灵	70	2	30
aq03	53	59	暗之双头金刚	70	2	30
aq03	53	59	暗之双头血魔	70	2	30
aq03	53	59	暗之虹魔教主	11	2	30
aq03	53	59	暗之牛魔王	1	1	30
aq03	53	59	千年树妖	1	1	30
aq03	53	59	魔龙树妖	10	1	30
aq03	53	59	赤月恶魔    	100	3	30
aq03	53	59	魔龙教主	70	1	30
aq03	53	59	暗之魔龙教主	70	1	30
aq03	53	59	魔影巨人	70	1	30
aq03	53	59	魔龙教主(精英)	70	1	120
aq03	53	59	星辰冰龙1	70	1	30
aq03	53	59	星辰火龙1	70	1	30
aq03	53	59	星辰玉龙	70	1	30
aq03	53	59	星辰金龙1	70	1	30
aq03	53	59	玛雅巨魔	70	1	30




aq04	10	25	月魔蜘蛛	5	10	10
aq04	10	25	月魔蜘蛛	5	10	10
aq04	10	25	赤月恶魔	5	1	30
aq04	10	25	暗之赤月恶魔	5	1	60
aq04	9	24	暗之魔龙巨蛾 	5	1	30
aq04	15	18	暗之魔龙力士	10	1	30
aq04	18	21	暗之魔龙战将	10	1	30
aq04	10	25	暗之魔龙教主	10	1	60
aq04	10	25	暗之魔龙教主1	10	1	60
aq04	10	25	魔影巨人1	10	1	60
aq04	10	25	魔龙教主	10	1	60
aq04	10	25	魔龙教主	10	1	60
aq04	10	25	魔龙教主(精英)	10	1	120
aq04	10	25	魔影巨人1	10	1	60
aq04    12      14      御风（卧龙）   0   1    120
aq04    17      18      青城（卧龙）   0   1    120
aq04    22      24      飞鸿（卧龙）   0   1    120


aq05  51  50   重装使者  	  20    1    30
aq05  51  50   魔龙力士  	  20    2    30
aq05  51  50   魔龙战将  	  20    2    30
aq05  51  50   魔龙巨蛾 	  20    2    30
aq05  51  50   月魔蜘蛛        	5	20	10
aq05  100 50    祖玛教主   	  140   1    30
aq05  51  50   沃玛教主   	  140   1    30
aq05  51  50   黄泉教主  	  100   1    30
aq05  51  50   虹魔教主  	  100   1    30
aq05  51  50   暗之沃玛教主      150   1   30
aq05  51  50   暗之骷髅精灵      150   1   30
aq05  51  50   暗之双头金刚      150   1   30
aq05  51  50   暗之双头血魔      150   1   30
aq05  51  50   暗之黄泉教主      150   1   30
aq05  51  50   暗之虹魔教主      150   1   30
aq05  51  50   暗之魔龙教主1          150   3   60
aq05  51  50   暗之魔龙教主          150   1   60
aq05  51  50   魔龙教主1          150   4  60
aq05  51  50   魔龙教主          150   1   60
aq05  51  50   魔影巨人1          150   3   60
aq05  51  50   魔影巨人          150   1   60
aq05  51  50   魔龙教主(精英)       150   1  60
aq05  51  51   极限天将           0     1   180
aq05  51  51       魅影刀客1   	100    2	60
aq05  51  51     魅影鬼手1     	100    2	60
aq05  51  51          星辰冰龙1     	100    1	120
aq05  51  51        星辰玉龙1          100    1	120
aq05  51  51        星辰金龙     	100    1	120
aq05  51  51      星辰火龙1     	0     1  	120
;-------------------------------------------------------------

aq06	81	80	魔龙刀兵	50	10	10
aq06	81	80	魔龙破甲兵	50	10	10
aq06	81	80	暗之魔龙巨蛾 	5	3	30
aq06	81	80	赤月恶魔	5	1	60
aq06	55	54	暗之魔龙力士	10	3	30
aq06	55	54	暗之魔龙战将	10	3	30
aq06	55	54	魔龙巨蛾	10	6	30
aq06	55	54	魔龙力士	10	6	30
aq06	55	54	魔龙战将	10	6	30
aq06	36	37	月魔蜘蛛	50	40	20
aq06    51      51      魔龙射手        50      10      10
aq06    55	54   暗之魔龙教主  	   88   1    60
aq06    55      54   暗之魔龙教主1        88   1    60
aq06   55	54     魔龙教主  	  88   2    60
aq06   55	54    魔龙教主1  	  88   2    60
aq06   55	54    魔影巨人1  	  88   1    60
aq06   55	54    魔影巨人  	  88   1    60
aq06   55	54    星辰玉龙  	  88   1    60
aq06   55	54    星辰金龙  	  88   1    60
aq06   25	28     极限恶魔  	  0   1    180
aq06   38	49    魔龙树妖  	  0   1    60
aq06   50	37    魔龙树妖1  	  0   1    60
aq06   55	54   重装使者(精英)      88   1    60
aq06   55	54   魔龙教主(精英)        88   1  120
aq06   55	54    魅影刀客1             6   1    60
aq06   33       22    魅影鬼手           3   1    120
aq06   55	54    星辰火龙1           6   1    120
aq06   55	54    星辰冰龙1           6   1    120
aq06   55	54    暗之赤月恶魔           6   1    120


;-------------------------------------------------------------

aq07	17	31	魔龙教主	20	1	60
aq07	17	31	暗之魔龙教主	20	1	60
aq07	10	36	暗之魔龙教主1	50	1	60
aq07	22      24	魔龙教主1	50	1	60
aq07	16      30      魔影巨人1        20       1       60
aq07	16      30      魔影巨人        20       1       60
aq07	10      36      极限巨魔        0       1       180
aq07	23	23	极限蛛王	0	1	180
aq07	11	37	星辰冰龙	10	1	60
aq07	11	33	星辰金龙	10	1	60
aq07	27	27	月魔蜘蛛	10	15	5
aq07	15	31	魔龙教主(精英) 	10	2	60
aq07	8	32	暗之赤月恶魔	10	1	30
aq07	8	32	星王战神	10	1	120
aq07	8	32	星王法神	10	1	120
aq07	8	32	星王道尊	10	1	120




;绝世


jszd  100  100 星王道尊  10 1 120
jszd  100  100 星王战神  10 1 120
jszd  100  100 星王法神  10 1 120
jszd  100  100 斩浪（卧龙） 200 2 60
jszd  100  100 风云（卧龙） 200 2 60
jszd  100  100 新月（卧龙） 200 2 60
jszd  100  100 御风（卧龙） 200 2 60
jszd  100  100 青城（卧龙） 200 2 60
jszd  100  100 飞鸿（卧龙） 200 2 60
jszd  100  100 卧龙守战01 200 5 10
jszd  100  100 卧龙守战02 200 5 10
jszd  100  100 卧龙守战03 200 5 10
jszd  100  100 卧龙守战04 200 5 10
jszd  100  100 卧龙守战05 200 5 10
jszd  100  100 卧龙守战06 200 5 10

jszd  100  100 卧龙战将01 200 5 10
jszd  100  100 卧龙战将02 200 5 10
jszd  100  100 卧龙道尊01 200 5 10
jszd  100  100 卧龙道尊02 200 5 10
jszd  100  100 卧龙魔将01 200 5 10
jszd  100  100  卧龙魔将02 200 5 10
jszd  100  100  雷炎蛛王     200 1 120
jszd  100  100  魔龙树妖1      200    5   60
jszd  100  100  魔龙树妖        200   3    60
jszd  100  100  万年树妖1      200    5   60
jszd  100  100  万年树妖        200   3    60
jszd  100  100  魔龙教主(精英)     200   2  60
jszd  100  100  暗之魔龙教主1   200  5   60
jszd  100  100  暗之魔龙教主   200  4   60
jszd  100  100  魔龙教主1   200 8   60
jszd  100  100  魔龙教主   200 15   60
jszd  100  100  地藏王  100  5   60
jszd  100  100  魔影巨人1	200	5	60
jszd  100  100	魔影巨人	200	3	60
jszd  100  100	星辰玉龙1 	200	3	60
jszd  100  100	星辰火龙 	200	1	60
jszd  100  100	星辰火龙1	200	1	60
jszd  100  100	魅影鬼手	200	1	60
jszd  100  100	魅影鬼手1	200	2	60
jszd  100  100	魅影刀客1 	200	2	60
jszd  100  100	魅影刀客 	200	1	60
jszd  100  100	星辰冰龙	200	1	60
jszd  100  100	星辰金龙	200	1	60
jszd  100  100	星辰冰龙1	200	1	60
jszd  100  100	星辰金龙1	200	1	60
jszd  100  100	九天神主	200	1	180
jszd   99   102	 万圣之主	0	1	180
jszd  100  100	天空城主	200	1	180
jszd  100  100  冥界之主        0       1       180
jszd  158  158      鲜花神龙    0       1       180
jszd  100  100      暗之牛魔王  150  2  30
